Source, Target, Link
657, 5, 1
658, 4, 1
659, 5, 1
660, 1, 1
661, 4, 1
662, 5, 1
663, 3, 1
664, 5, 1
665, 3, 1
666, 5, 1
667, 3, 1
668, 3, 1
669, 2, 1
670, 1, 1
671, 5, 1
672, 1, 1
673, 5, 1
674, 5, 1
675, 5, 1
676, 5, 1
677, 3, 1
678, 5, 1
679, 4, 1
680, 4, 1
681, 4, 1
682, 2, 1
683, 3, 1
684, 5, 1
685, 4, 1
686, 4, 1
687, 3, 1
688, 3, 1
689, 5, 1
690, 3, 1
691, 5, 1
692, 1, 1
693, 3, 1
694, 5, 1
695, 2, 1
696, 5, 1
697, 3, 1
698, 2, 1
699, 5, 1
700, 3, 1
701, 2, 1
702, 3, 1
703, 4, 1
704, 1, 1
705, 3, 1
706, 5, 1
707, 3, 1
708, 2, 1
709, 2, 1
710, 1, 1
711, 3, 1
712, 2, 1
713, 3, 1
714, 3, 1
715, 2, 1
716, 4, 1
717, 1, 1
718, 5, 1
719, 2, 1
720, 2, 1
721, 5, 1
722, 3, 1
723, 4, 1
724, 2, 1
725, 3, 1
726, 3, 1
727, 1, 1
728, 2, 1
729, 3, 1
730, 3, 1
731, 5, 1
732, 5, 1
733, 5, 1
734, 2, 1
735, 1, 1
736, 1, 1
737, 5, 1
738, 1, 1
739, 3, 1
740, 1, 1
741, 1, 1
742, 5, 1
743, 1, 1
744, 5, 1
745, 3, 1
746, 5, 1
747, 1, 1
748, 1, 1
749, 5, 1
750, 4, 1
751, 3, 1
752, 3, 1
753, 1, 1
754, 1, 1
755, 2, 1
756, 1, 1
757, 3, 1
758, 2, 1
759, 4, 1
760, 5, 1
761, 3, 1
762, 5, 1
763, 5, 1
764, 1, 1
765, 2, 1
766, 3, 1
767, 5, 1
768, 5, 1
769, 4, 1
770, 1, 1
771, 5, 1
772, 5, 1
773, 1, 1
774, 4, 1
775, 1, 1
776, 4, 1
777, 3, 1
778, 5, 1
779, 5, 1
780, 5, 1
781, 1, 1
782, 2, 1
783, 1, 1
784, 5, 1
785, 5, 1
786, 3, 1
787, 5, 1
788, 3, 1
789, 2, 1
790, 1, 1
791, 2, 1
792, 5, 1
793, 2, 1
794, 3, 1
795, 1, 1
796, 3, 1
797, 4, 1
798, 1, 1
799, 3, 1
800, 2, 1
801, 2, 1
802, 5, 1
803, 3, 1
804, 5, 1
805, 5, 1
806, 5, 1
807, 2, 1
808, 3, 1
809, 2, 1
810, 3, 1
811, 3, 1
812, 5, 1
813, 5, 1
814, 3, 1
815, 2, 1
816, 2, 1
817, 2, 1
818, 3, 1
819, 5, 1
820, 5, 1
821, 2, 1
822, 2, 1
823, 5, 1
824, 1, 1
825, 2, 1
826, 5, 1
827, 3, 1
828, 2, 1
829, 1, 1
830, 5, 1
831, 1, 1
832, 2, 1
833, 5, 1
834, 1, 1
835, 1, 1
836, 4, 1
837, 2, 1
838, 3, 1
839, 3, 1
840, 2, 1
841, 4, 1
842, 4, 1
843, 4, 1
844, 3, 1
845, 1, 1
846, 1, 1
847, 5, 1
848, 3, 1
849, 5, 1
850, 2, 1
851, 5, 1
852, 5, 1
853, 3, 1
854, 3, 1
855, 4, 1
856, 5, 1
857, 5, 1
858, 4, 1
859, 2, 1
860, 2, 1
861, 4, 1
862, 5, 1
863, 5, 1
864, 2, 1
865, 5, 1
866, 5, 1
867, 1, 1
868, 2, 1
869, 1, 1
870, 4, 1
871, 1, 1
872, 1, 1
873, 3, 1
874, 3, 1
875, 1, 1
876, 5, 1
877, 3, 1
878, 2, 1
879, 5, 1
880, 5, 1
881, 5, 1
882, 5, 1
883, 5, 1
884, 2, 1
885, 5, 1
886, 3, 1
887, 3, 1
888, 2, 1
889, 3, 1
890, 2, 1
891, 1, 1
892, 3, 1
893, 3, 1
894, 3, 1
895, 3, 1
896, 3, 1
897, 5, 1
898, 2, 1
899, 5, 1
900, 5, 1
901, 2, 1
902, 2, 1
903, 3, 1
904, 4, 1
905, 1, 1
906, 5, 1
907, 4, 1
908, 3, 1
909, 2, 1
910, 1, 1
911, 5, 1
912, 5, 1
913, 2, 1
914, 2, 1
915, 3, 1
916, 3, 1
917, 5, 1
918, 3, 1
919, 1, 1
920, 5, 1
921, 1, 1
922, 5, 1
923, 5, 1
924, 5, 1
925, 5, 1
926, 5, 1
927, 1, 1
928, 3, 1
929, 4, 1
930, 1, 1
931, 5, 1
932, 2, 1
933, 2, 1
934, 3, 1
935, 4, 1
936, 3, 1
937, 1, 1
938, 5, 1
939, 5, 1
940, 2, 1
941, 5, 1
942, 4, 1
943, 5, 1
944, 3, 1
945, 3, 1
946, 3, 1
947, 1, 1
948, 3, 1
949, 1, 1
950, 5, 1
951, 3, 1
952, 1, 1
953, 5, 1
954, 3, 1
955, 4, 1
956, 3, 1
957, 3, 1
958, 5, 1
959, 2, 1
960, 3, 1
961, 4, 1
962, 2, 1
963, 4, 1
964, 2, 1
965, 5, 1
966, 1, 1
967, 5, 1
968, 5, 1
969, 5, 1
970, 2, 1
971, 3, 1
972, 4, 1
973, 5, 1
974, 5, 1
975, 1, 1
976, 5, 1
977, 5, 1
978, 4, 1
979, 3, 1
980, 2, 1
981, 5, 1
982, 3, 1
983, 3, 1
984, 5, 1
985, 5, 1
986, 3, 1
987, 1, 1
988, 3, 1
989, 5, 1
990, 4, 1
991, 5, 1
992, 5, 1
993, 5, 1
994, 1, 1
995, 3, 1
996, 5, 1
997, 3, 1
998, 2, 1
999, 3, 1
1000, 3, 1
1001, 1, 1
