Source, Target, Link
343, 910, 1
343, 4205, 1
343, 4250, 1
344, 133, 1
344, 923, 1
344, 4082, 1
345, 163, 1
345, 476, 1
345, 1800, 1
346, 244, 1
346, 549, 1
346, 1058, 1
346, 3181, 1
347, 324, 1
347, 3815, 1
347, 3873, 1
348, 152, 1
348, 510, 1
348, 799, 1
348, 1229, 1
348, 1270, 1
348, 1949, 1
348, 2457, 1
349, 14, 1
349, 598, 1
349, 887, 1
349, 1442, 1
350, 6, 1
350, 1905, 1
351, 179, 1
351, 370, 1
351, 2063, 1
351, 3595, 1
352, 278, 1
352, 4031, 1
353, 255, 1
353, 408, 1
353, 2536, 1
354, 24, 1
354, 376, 1
354, 919, 1
354, 2605, 1
354, 4684, 1
355, 40, 1
355, 4470, 1
355, 4916, 1
356, 194, 1
356, 2055, 1
356, 2929, 1
356, 5546, 1
357, 63, 1
357, 744, 1
357, 2910, 1
357, 5346, 1
358, 128, 1
358, 462, 1
358, 491, 1
358, 3348, 1
358, 4170, 1
359, 171, 1
359, 584, 1
359, 637, 1
359, 1433, 1
360, 116, 1
360, 945, 1
360, 2733, 1
360, 4463, 1
360, 4792, 1
361, 127, 1
361, 390, 1
361, 762, 1
361, 1869, 1
361, 4630, 1
362, 352, 1
362, 1238, 1
363, 114, 1
363, 509, 1
363, 2504, 1
364, 69, 1
364, 1084, 1
364, 3277, 1
365, 94, 1
365, 430, 1
365, 2347, 1
366, 15, 1
366, 1441, 1
366, 3566, 1
367, 94, 1
367, 862, 1
367, 3854, 1
368, 333, 1
368, 1924, 1
368, 4530, 1
368, 5999, 1
369, 5, 1
369, 752, 1
369, 2611, 1
369, 4401, 1
370, 78, 1
370, 652, 1
370, 1981, 1
371, 49, 1
371, 725, 1
371, 831, 1
372, 349, 1
372, 2109, 1
372, 2754, 1
372, 2920, 1
372, 4500, 1
373, 91, 1
373, 1666, 1
373, 3598, 1
373, 4969, 1
374, 267, 1
374, 560, 1
374, 2471, 1
374, 2668, 1
374, 2753, 1
375, 263, 1
375, 403, 1
375, 1129, 1
375, 1172, 1
375, 2030, 1
376, 284, 1
376, 494, 1
376, 1818, 1
377, 5, 1
378, 63, 1
378, 666, 1
378, 735, 1
378, 2893, 1
379, 1, 1
379, 495, 1
379, 1286, 1
379, 2305, 1
379, 3316, 1
380, 207, 1
380, 706, 1
380, 5357, 1
380, 5598, 1
381, 57, 1
381, 841, 1
381, 1025, 1
381, 1772, 1
381, 5340, 1
382, 79, 1
382, 854, 1
382, 1778, 1
382, 5802, 1
383, 137, 1
383, 787, 1
383, 1008, 1
383, 1462, 1
383, 1610, 1
383, 1757, 1
384, 164, 1
384, 1702, 1
385, 100, 1
385, 761, 1
385, 768, 1
385, 1473, 1
385, 3619, 1
385, 4234, 1
386, 95, 1
386, 695, 1
386, 2213, 1
386, 3145, 1
387, 5, 1
387, 442, 1
387, 5611, 1
388, 46, 1
388, 452, 1
388, 601, 1
388, 1100, 1
389, 370, 1
389, 732, 1
389, 1032, 1
390, 247, 1
390, 615, 1
390, 1266, 1
391, 253, 1
391, 1320, 1
391, 1837, 1
391, 1886, 1
391, 5939, 1
392, 206, 1
392, 876, 1
392, 1868, 1
392, 2770, 1
393, 298, 1
393, 399, 1
393, 2176, 1
393, 2208, 1
394, 9, 1
394, 1208, 1
394, 1677, 1
394, 3798, 1
395, 163, 1
395, 2378, 1
395, 2618, 1
395, 3011, 1
396, 340, 1
396, 409, 1
396, 680, 1
396, 993, 1
397, 94, 1
397, 418, 1
397, 2894, 1
398, 91, 1
398, 643, 1
398, 1313, 1
398, 2138, 1
399, 210, 1
399, 958, 1
399, 2096, 1
400, 314, 1
400, 401, 1
400, 2689, 1
401, 269, 1
401, 722, 1
401, 763, 1
401, 3369, 1
402, 259, 1
402, 1381, 1
402, 1876, 1
403, 69, 1
403, 5935, 1
404, 260, 1
404, 489, 1
404, 909, 1
404, 1717, 1
405, 10, 1
405, 1215, 1
405, 2622, 1
405, 3203, 1
405, 4272, 1
406, 101, 1
406, 5862, 1
407, 271, 1
407, 2649, 1
407, 3330, 1
408, 0, 1
408, 3435, 1
408, 3736, 1
409, 52, 1
409, 3225, 1
409, 4340, 1
410, 300, 1
410, 618, 1
410, 1120, 1
410, 3908, 1
411, 342, 1
411, 1406, 1
412, 166, 1
412, 702, 1
412, 2056, 1
412, 2107, 1
413, 159, 1
413, 1583, 1
414, 81, 1
414, 665, 1
415, 228, 1
415, 1198, 1
415, 1577, 1
416, 293, 1
416, 3241, 1
416, 5673, 1
417, 8, 1
417, 988, 1
417, 2616, 1
417, 5349, 1
418, 140, 1
418, 1009, 1
419, 192, 1
419, 482, 1
419, 1024, 1
419, 2878, 1
420, 58, 1
420, 914, 1
421, 58, 1
421, 463, 1
421, 742, 1
421, 1537, 1
421, 4682, 1
422, 76, 1
422, 1037, 1
422, 1259, 1
423, 6, 1
423, 2789, 1
424, 218, 1
424, 1375, 1
425, 32, 1
425, 1557, 1
426, 159, 1
426, 437, 1
426, 730, 1
426, 982, 1
426, 4126, 1
427, 409, 1
427, 1115, 1
428, 172, 1
428, 798, 1
428, 1300, 1
428, 4004, 1
428, 5106, 1
429, 70, 1
429, 1646, 1
429, 5734, 1
429, 5796, 1
430, 64, 1
430, 707, 1
430, 4044, 1
431, 78, 1
431, 1306, 1
431, 2189, 1
431, 2517, 1
432, 186, 1
432, 628, 1
432, 2750, 1
433, 305, 1
433, 1615, 1
434, 37, 1
434, 848, 1
434, 1210, 1
434, 4590, 1
435, 21, 1
435, 1147, 1
435, 1359, 1
436, 6, 1
436, 851, 1
436, 2914, 1
437, 234, 1
437, 889, 1
437, 3856, 1
438, 375, 1
438, 478, 1
438, 2009, 1
439, 259, 1
439, 1072, 1
439, 4433, 1
439, 5447, 1
440, 149, 1
440, 994, 1
440, 1408, 1
440, 5131, 1
441, 57, 1
442, 338, 1
442, 992, 1
442, 1484, 1
442, 2652, 1
442, 4119, 1
443, 384, 1
443, 642, 1
443, 866, 1
443, 2962, 1
444, 102, 1
444, 654, 1
444, 2236, 1
444, 3613, 1
444, 5392, 1
445, 389, 1
446, 73, 1
446, 528, 1
446, 1054, 1
447, 13, 1
447, 578, 1
447, 1695, 1
447, 5408, 1
448, 80, 1
448, 605, 1
448, 1279, 1
449, 287, 1
449, 553, 1
449, 723, 1
449, 4424, 1
450, 141, 1
450, 1248, 1
450, 1446, 1
450, 1807, 1
450, 3651, 1
450, 5885, 1
451, 59, 1
451, 1042, 1
451, 1491, 1
451, 1643, 1
451, 2302, 1
452, 63, 1
452, 458, 1
452, 1423, 1
453, 188, 1
454, 79, 1
454, 969, 1
454, 2831, 1
454, 3539, 1
455, 150, 1
455, 696, 1
455, 2387, 1
456, 68, 1
456, 1488, 1
456, 1558, 1
456, 3862, 1
457, 88, 1
457, 657, 1
457, 2310, 1
457, 4395, 1
457, 5444, 1
458, 120, 1
458, 2437, 1
459, 358, 1
459, 1016, 1
459, 3650, 1
460, 361, 1
460, 1838, 1
460, 2428, 1
460, 2518, 1
461, 101, 1
461, 475, 1
461, 681, 1
461, 2525, 1
462, 20, 1
462, 663, 1
462, 843, 1
462, 3204, 1
462, 3387, 1
463, 317, 1
463, 738, 1
464, 315, 1
464, 2459, 1
464, 3711, 1
465, 401, 1
465, 1683, 1
465, 3167, 1
466, 264, 1
467, 57, 1
467, 675, 1
467, 2186, 1
467, 5727, 1
468, 420, 1
468, 1157, 1
468, 2146, 1
468, 2160, 1
469, 378, 1
469, 1143, 1
469, 3008, 1
469, 3557, 1
470, 370, 1
470, 532, 1
470, 646, 1
471, 214, 1
471, 1415, 1
471, 3168, 1
472, 5, 1
472, 679, 1
472, 2487, 1
473, 142, 1
473, 2760, 1
473, 5152, 1
474, 454, 1
474, 1350, 1
474, 1453, 1
475, 180, 1
475, 1095, 1
475, 2442, 1
475, 3029, 1
476, 474, 1
476, 1671, 1
476, 2432, 1
477, 95, 1
477, 656, 1
477, 838, 1
477, 1295, 1
477, 1880, 1
477, 4001, 1
478, 114, 1
478, 1218, 1
478, 3425, 1
478, 5197, 1
479, 426, 1
479, 2464, 1
479, 4989, 1
480, 78, 1
480, 3576, 1
480, 3752, 1
481, 25, 1
481, 1050, 1
482, 442, 1
482, 2552, 1
482, 2606, 1
482, 3061, 1
483, 263, 1
483, 835, 1
484, 5, 1
484, 1660, 1
484, 2880, 1
484, 4300, 1
484, 4596, 1
485, 374, 1
485, 916, 1
485, 2028, 1
485, 4760, 1
486, 481, 1
486, 1309, 1
486, 1647, 1
487, 137, 1
487, 1490, 1
487, 4215, 1
488, 227, 1
488, 604, 1
488, 779, 1
488, 4451, 1
488, 5966, 1
489, 38, 1
489, 573, 1
489, 726, 1
489, 1018, 1
489, 2178, 1
490, 452, 1
491, 161, 1
491, 1186, 1
491, 2128, 1
492, 158, 1
492, 2737, 1
492, 4986, 1
493, 90, 1
493, 500, 1
493, 588, 1
493, 951, 1
494, 12, 1
494, 5040, 1
495, 483, 1
495, 691, 1
495, 5841, 1
496, 288, 1
496, 2312, 1
496, 2637, 1
496, 3244, 1
497, 285, 1
497, 5310, 1
498, 38, 1
498, 557, 1
498, 773, 1
498, 1202, 1
498, 2159, 1
499, 159, 1
499, 860, 1
499, 1662, 1
499, 5067, 1
500, 103, 1
500, 624, 1
500, 852, 1
500, 3795, 1
501, 257, 1
501, 844, 1
501, 913, 1
502, 385, 1
502, 3191, 1
502, 4000, 1
503, 5, 1
503, 3887, 1
503, 4353, 1
504, 409, 1
504, 880, 1
504, 1294, 1
504, 2167, 1
505, 103, 1
505, 1163, 1
505, 3979, 1
505, 4805, 1
506, 452, 1
506, 1477, 1
507, 267, 1
508, 53, 1
508, 1097, 1
508, 2548, 1
509, 102, 1
509, 538, 1
509, 1706, 1
509, 4646, 1
510, 383, 1
510, 2904, 1
510, 5768, 1
511, 254, 1
512, 318, 1
512, 522, 1
512, 684, 1
512, 688, 1
512, 2047, 1
512, 2883, 1
512, 5383, 1
513, 486, 1
513, 718, 1
513, 734, 1
514, 102, 1
514, 1087, 1
515, 54, 1
515, 602, 1
516, 50, 1
516, 610, 1
516, 4292, 1
517, 95, 1
517, 1774, 1
517, 3501, 1
517, 4166, 1
518, 467, 1
518, 1185, 1
518, 2502, 1
518, 3028, 1
519, 342, 1
519, 597, 1
519, 812, 1
519, 1481, 1
519, 3775, 1
519, 4775, 1
520, 1, 1
520, 659, 1
520, 1873, 1
521, 450, 1
521, 625, 1
521, 638, 1
521, 756, 1
521, 960, 1
521, 1848, 1
521, 5621, 1
522, 158, 1
522, 1183, 1
522, 1254, 1
522, 3558, 1
523, 425, 1
523, 534, 1
524, 266, 1
524, 720, 1
524, 832, 1
524, 4308, 1
524, 4537, 1
525, 486, 1
525, 1211, 1
525, 2067, 1
525, 3889, 1
525, 5094, 1
526, 209, 1
526, 900, 1
526, 2318, 1
526, 3778, 1
527, 33, 1
527, 529, 1
527, 1253, 1
527, 1685, 1
527, 4496, 1
528, 309, 1
528, 1655, 1
528, 1854, 1
528, 4410, 1
529, 104, 1
529, 879, 1
529, 3977, 1
530, 292, 1
530, 1060, 1
530, 5248, 1
531, 157, 1
531, 550, 1
531, 4191, 1
532, 105, 1
532, 5002, 1
533, 197, 1
533, 784, 1
533, 1149, 1
534, 215, 1
534, 647, 1
535, 101, 1
536, 387, 1
536, 1165, 1
536, 2042, 1
536, 3173, 1
537, 408, 1
537, 571, 1
537, 1445, 1
537, 1606, 1
537, 1851, 1
537, 2644, 1
537, 3223, 1
538, 322, 1
538, 3222, 1
538, 4939, 1
539, 269, 1
539, 1489, 1
539, 1888, 1
540, 272, 1
540, 2888, 1
540, 4818, 1
541, 255, 1
541, 2249, 1
542, 296, 1
542, 961, 1
542, 4645, 1
543, 425, 1
543, 859, 1
543, 1850, 1
543, 4507, 1
543, 5179, 1
544, 188, 1
544, 912, 1
544, 3456, 1
544, 3499, 1
545, 76, 1
545, 564, 1
545, 3207, 1
546, 510, 1
546, 1505, 1
546, 4610, 1
547, 420, 1
547, 1107, 1
547, 2998, 1
548, 231, 1
548, 2918, 1
548, 4731, 1
549, 107, 1
549, 581, 1
549, 1156, 1
550, 386, 1
550, 2377, 1
550, 3242, 1
551, 161, 1
551, 677, 1
551, 5783, 1
552, 532, 1
552, 1055, 1
553, 93, 1
553, 1187, 1
553, 1391, 1
553, 2060, 1
553, 4609, 1
554, 18, 1
554, 4174, 1
555, 483, 1
555, 1197, 1
555, 3443, 1
556, 32, 1
556, 775, 1
556, 1161, 1
557, 132, 1
557, 716, 1
558, 422, 1
558, 983, 1
558, 1125, 1
558, 3812, 1
559, 55, 1
559, 1342, 1
559, 3779, 1
559, 4128, 1
559, 4929, 1
560, 141, 1
560, 861, 1
560, 2328, 1
560, 2989, 1
561, 328, 1
561, 1439, 1
561, 2341, 1
561, 3839, 1
562, 190, 1
562, 572, 1
562, 1373, 1
562, 2321, 1
562, 3338, 1
562, 3479, 1
563, 425, 1
563, 1020, 1
563, 4662, 1
563, 4894, 1
564, 561, 1
564, 968, 1
564, 1538, 1
564, 3712, 1
565, 240, 1
565, 1188, 1
565, 2394, 1
565, 2846, 1
565, 4783, 1
566, 10, 1
566, 1812, 1
566, 2012, 1
566, 4047, 1
567, 291, 1
567, 658, 1
567, 1026, 1
567, 3124, 1
568, 418, 1
568, 786, 1
568, 1449, 1
569, 68, 1
569, 1765, 1
569, 3892, 1
570, 79, 1
570, 3521, 1
570, 4306, 1
571, 79, 1
571, 710, 1
571, 1108, 1
571, 1940, 1
571, 4713, 1
571, 5190, 1
572, 131, 1
572, 1179, 1
572, 1550, 1
573, 453, 1
573, 613, 1
573, 671, 1
573, 2862, 1
573, 5380, 1
574, 104, 1
574, 634, 1
574, 1524, 1
574, 1704, 1
574, 2191, 1
575, 223, 1
576, 275, 1
576, 632, 1
576, 1021, 1
576, 1570, 1
577, 300, 1
577, 3640, 1
577, 4547, 1
578, 142, 1
578, 1456, 1
578, 2230, 1
578, 3174, 1
579, 1, 1
579, 944, 1
579, 2468, 1
579, 2572, 1
580, 10, 1
581, 370, 1
581, 4021, 1
582, 116, 1
582, 830, 1
582, 2744, 1
582, 3545, 1
582, 5207, 1
583, 468, 1
583, 641, 1
583, 1864, 1
583, 2843, 1
583, 4915, 1
584, 112, 1
584, 745, 1
585, 307, 1
585, 753, 1
585, 1222, 1
586, 120, 1
586, 903, 1
586, 2708, 1
587, 475, 1
587, 2742, 1
587, 5716, 1
588, 52, 1
588, 662, 1
588, 868, 1
588, 3790, 1
589, 344, 1
589, 1969, 1
590, 159, 1
591, 148, 1
591, 655, 1
592, 282, 1
592, 622, 1
592, 708, 1
592, 1199, 1
592, 1716, 1
593, 509, 1
593, 1992, 1
593, 3529, 1
593, 5328, 1
594, 5, 1
594, 999, 1
594, 2398, 1
594, 5983, 1
595, 519, 1
595, 783, 1
595, 2667, 1
595, 3030, 1
595, 4323, 1
596, 298, 1
596, 888, 1
596, 922, 1
596, 2095, 1
597, 21, 1
597, 1727, 1
597, 5476, 1
598, 383, 1
598, 612, 1
598, 750, 1
598, 2342, 1
598, 5350, 1
598, 5930, 1
599, 112, 1
599, 676, 1
599, 1204, 1
600, 275, 1
600, 1235, 1
601, 3, 1
601, 619, 1
601, 629, 1
601, 905, 1
602, 246, 1
602, 995, 1
602, 1816, 1
603, 347, 1
603, 1191, 1
603, 3302, 1
604, 22, 1
604, 2266, 1
605, 7, 1
606, 460, 1
606, 865, 1
606, 4398, 1
607, 512, 1
607, 1051, 1
607, 3054, 1
607, 5557, 1
608, 385, 1
608, 621, 1
608, 758, 1
608, 1064, 1
609, 420, 1
609, 1370, 1
609, 1614, 1
609, 4618, 1
609, 4863, 1
610, 539, 1
610, 1023, 1
610, 1699, 1
610, 1799, 1
610, 2657, 1
611, 553, 1
611, 1903, 1
611, 2016, 1
611, 4397, 1
611, 4654, 1
612, 279, 1
612, 755, 1
612, 1728, 1
612, 2184, 1
613, 71, 1
613, 766, 1
613, 1276, 1
614, 19, 1
614, 2097, 1
615, 98, 1
615, 867, 1
615, 5172, 1
616, 342, 1
616, 955, 1
616, 2200, 1
616, 3738, 1
616, 3745, 1
617, 178, 1
617, 815, 1
618, 199, 1
618, 1178, 1
618, 1206, 1
618, 2233, 1
619, 275, 1
619, 2227, 1
620, 404, 1
620, 1731, 1
621, 159, 1
621, 664, 1
621, 1030, 1
621, 2557, 1
621, 3594, 1
622, 5, 1
622, 1096, 1
623, 82, 1
623, 2881, 1
624, 125, 1
624, 1101, 1
624, 1620, 1
625, 206, 1
625, 857, 1
625, 939, 1
625, 2460, 1
625, 2897, 1
625, 4418, 1
626, 492, 1
626, 2866, 1
626, 5364, 1
627, 63, 1
627, 990, 1
627, 2825, 1
627, 3068, 1
627, 4086, 1
628, 138, 1
628, 1711, 1
628, 2449, 1
628, 4330, 1
629, 221, 1
629, 907, 1
629, 4333, 1
630, 324, 1
630, 653, 1
631, 186, 1
631, 881, 1
631, 2269, 1
632, 131, 1
632, 1224, 1
632, 2528, 1
633, 411, 1
633, 1784, 1
633, 2739, 1
634, 504, 1
634, 1133, 1
634, 5402, 1
635, 227, 1
635, 649, 1
636, 180, 1
636, 794, 1
636, 1241, 1
636, 5122, 1
637, 122, 1
637, 1707, 1
638, 497, 1
638, 855, 1
638, 1260, 1
638, 3286, 1
639, 514, 1
639, 2108, 1
639, 2686, 1
640, 24, 1
640, 948, 1
640, 5460, 1
641, 233, 1
641, 781, 1
641, 817, 1
642, 492, 1
642, 1303, 1
642, 3135, 1
643, 188, 1
643, 896, 1
643, 3556, 1
643, 4025, 1
643, 5256, 1
644, 28, 1
644, 1403, 1
644, 2950, 1
645, 270, 1
645, 1730, 1
645, 4539, 1
646, 7, 1
646, 953, 1
646, 3770, 1
647, 67, 1
647, 1866, 1
647, 3482, 1
648, 468, 1
648, 2386, 1
649, 464, 1
649, 3108, 1
649, 4697, 1
649, 4899, 1
650, 107, 1
650, 1180, 1
650, 1978, 1
651, 90, 1
651, 1412, 1
651, 1748, 1
651, 1841, 1
651, 3749, 1
652, 234, 1
653, 145, 1
653, 1326, 1
653, 4420, 1
654, 373, 1
654, 975, 1
655, 353, 1
655, 3266, 1
656, 21, 1
656, 917, 1
656, 2264, 1
656, 4176, 1
657, 179, 1
657, 1421, 1
657, 3515, 1
658, 210, 1
658, 1384, 1
658, 5075, 1
658, 5090, 1
659, 332, 1
659, 1209, 1
659, 5886, 1
660, 493, 1
660, 724, 1
660, 1568, 1
660, 2755, 1
660, 4733, 1
661, 176, 1
661, 5589, 1
662, 263, 1
662, 1861, 1
662, 2719, 1
663, 401, 1
663, 1003, 1
663, 2872, 1
664, 84, 1
664, 2204, 1
664, 2495, 1
665, 596, 1
665, 2239, 1
666, 403, 1
666, 813, 1
667, 513, 1
667, 737, 1
667, 1014, 1
667, 5758, 1
668, 468, 1
668, 1134, 1
668, 4024, 1
669, 500, 1
669, 1036, 1
669, 2054, 1
669, 2226, 1
670, 553, 1
670, 793, 1
670, 1551, 1
671, 141, 1
671, 1913, 1
672, 3, 1
672, 2555, 1
672, 4623, 1
673, 83, 1
673, 4597, 1
674, 419, 1
674, 736, 1
674, 739, 1
674, 3755, 1
675, 288, 1
675, 976, 1
675, 1263, 1
676, 615, 1
676, 3211, 1
677, 522, 1
677, 4720, 1
678, 415, 1
678, 2751, 1
678, 4132, 1
678, 4558, 1
679, 236, 1
679, 1809, 1
679, 3200, 1
680, 370, 1
680, 4182, 1
680, 4509, 1
681, 406, 1
681, 728, 1
681, 1502, 1
681, 2743, 1
681, 3052, 1
682, 215, 1
682, 2627, 1
682, 3462, 1
683, 355, 1
683, 1361, 1
683, 2290, 1
683, 3105, 1
684, 124, 1
684, 826, 1
684, 1525, 1
684, 1701, 1
685, 248, 1
685, 4043, 1
685, 5387, 1
686, 398, 1
686, 1102, 1
686, 3728, 1
686, 4385, 1
686, 5016, 1
687, 216, 1
687, 902, 1
687, 1452, 1
687, 3087, 1
688, 431, 1
688, 1604, 1
688, 1966, 1
688, 5028, 1
689, 101, 1
689, 1328, 1
689, 4312, 1
690, 644, 1
690, 3447, 1
690, 4078, 1
691, 179, 1
691, 1168, 1
691, 1464, 1
691, 1599, 1
691, 4072, 1
692, 152, 1
692, 1039, 1
693, 14, 1
693, 1479, 1
693, 1836, 1
693, 2062, 1
694, 152, 1
694, 774, 1
694, 1007, 1
694, 1608, 1
694, 3234, 1
694, 3816, 1
694, 5631, 1
695, 516, 1
695, 2066, 1
696, 49, 1
696, 1667, 1
697, 570, 1
697, 802, 1
697, 1127, 1
697, 2959, 1
697, 4830, 1
698, 146, 1
698, 957, 1
698, 2983, 1
699, 342, 1
699, 2954, 1
699, 5505, 1
699, 5762, 1
700, 103, 1
700, 721, 1
700, 906, 1
701, 614, 1
702, 681, 1
702, 2509, 1
702, 5384, 1
703, 555, 1
703, 1595, 1
703, 1705, 1
703, 2372, 1
703, 4580, 1
704, 375, 1
704, 1176, 1
705, 152, 1
705, 1974, 1
706, 440, 1
706, 956, 1
707, 213, 1
707, 1017, 1
708, 611, 1
708, 901, 1
708, 1564, 1
708, 2240, 1
708, 2709, 1
708, 5616, 1
709, 326, 1
709, 1216, 1
709, 1268, 1
709, 1817, 1
710, 612, 1
710, 997, 1
710, 1382, 1
711, 386, 1
711, 1574, 1
711, 1893, 1
711, 3095, 1
712, 370, 1
712, 4493, 1
713, 7, 1
713, 759, 1
713, 2454, 1
713, 2923, 1
714, 216, 1
715, 174, 1
715, 780, 1
715, 1644, 1
715, 3263, 1
716, 56, 1
716, 962, 1
716, 4722, 1
717, 87, 1
717, 1679, 1
717, 2411, 1
717, 5618, 1
718, 420, 1
718, 1560, 1
719, 515, 1
720, 687, 1
720, 2252, 1
720, 5273, 1
721, 608, 1
721, 2033, 1
722, 502, 1
722, 1348, 1
722, 2241, 1
723, 114, 1
723, 804, 1
723, 1710, 1
723, 3989, 1
724, 111, 1
724, 790, 1
724, 3850, 1
724, 5386, 1
725, 173, 1
725, 4769, 1
726, 365, 1
726, 1182, 1
726, 5053, 1
727, 57, 1
727, 1231, 1
728, 62, 1
728, 1632, 1
728, 2201, 1
728, 4976, 1
728, 5171, 1
729, 584, 1
729, 749, 1
729, 2140, 1
730, 164, 1
730, 1044, 1
730, 2199, 1
731, 336, 1
731, 1142, 1
731, 1553, 1
732, 2, 1
732, 1400, 1
733, 645, 1
733, 967, 1
733, 1325, 1
733, 3252, 1
733, 4979, 1
734, 62, 1
734, 5523, 1
735, 2, 1
735, 828, 1
735, 883, 1
735, 2666, 1
735, 5889, 1
736, 152, 1
736, 1392, 1
736, 2726, 1
737, 629, 1
737, 3575, 1
738, 171, 1
738, 872, 1
738, 1047, 1
739, 419, 1
739, 3175, 1
740, 199, 1
740, 856, 1
740, 3761, 1
741, 168, 1
741, 1113, 1
741, 2008, 1
742, 432, 1
742, 2541, 1
742, 2699, 1
743, 466, 1
743, 1498, 1
743, 1736, 1
744, 321, 1
744, 818, 1
744, 3035, 1
745, 493, 1
745, 4366, 1
745, 4373, 1
746, 143, 1
746, 846, 1
746, 3022, 1
746, 4576, 1
746, 5393, 1
747, 580, 1
747, 1012, 1
747, 2761, 1
748, 94, 1
748, 986, 1
748, 1388, 1
748, 2569, 1
749, 420, 1
749, 772, 1
749, 796, 1
750, 150, 1
750, 2896, 1
750, 4545, 1
751, 233, 1
751, 1041, 1
751, 1407, 1
752, 24, 1
752, 2738, 1
753, 266, 1
753, 2031, 1
753, 2257, 1
754, 641, 1
754, 2193, 1
754, 4777, 1
755, 7, 1
755, 2830, 1
755, 3232, 1
755, 4780, 1
756, 501, 1
756, 4673, 1
757, 67, 1
757, 1467, 1
757, 1720, 1
757, 3063, 1
758, 106, 1
758, 878, 1
759, 119, 1
759, 3546, 1
760, 127, 1
760, 871, 1
760, 1130, 1
760, 1485, 1
761, 42, 1
761, 829, 1
761, 1451, 1
761, 2061, 1
762, 736, 1
762, 2079, 1
763, 747, 1
763, 2758, 1
763, 3654, 1
764, 146, 1
764, 2103, 1
764, 3439, 1
765, 630, 1
765, 3122, 1
765, 3966, 1
766, 179, 1
766, 1571, 1
767, 81, 1
767, 1105, 1
767, 1475, 1
767, 2085, 1
768, 454, 1
768, 987, 1
768, 1267, 1
768, 1338, 1
769, 390, 1
770, 571, 1
770, 2696, 1
771, 715, 1
771, 2850, 1
772, 561, 1
772, 1213, 1
772, 2864, 1
773, 78, 1
773, 2875, 1
774, 426, 1
774, 824, 1
774, 874, 1
774, 2422, 1
774, 2988, 1
775, 274, 1
775, 2015, 1
776, 188, 1
776, 2747, 1
777, 45, 1
777, 978, 1
777, 2007, 1
778, 372, 1
778, 850, 1
778, 1637, 1
778, 5061, 1
779, 515, 1
779, 1061, 1
779, 5539, 1
780, 301, 1
780, 1175, 1
781, 80, 1
781, 2155, 1
781, 2284, 1
781, 2289, 1
782, 207, 1
782, 1236, 1
782, 2371, 1
782, 3718, 1
783, 214, 1
783, 3084, 1
784, 749, 1
784, 2690, 1
785, 610, 1
785, 2195, 1
785, 2845, 1
786, 384, 1
786, 2688, 1
787, 780, 1
787, 1121, 1
787, 2566, 1
788, 322, 1
788, 805, 1
788, 1333, 1
788, 1586, 1
789, 235, 1
789, 1696, 1
789, 2074, 1
789, 2940, 1
789, 3206, 1
790, 301, 1
790, 800, 1
790, 897, 1
790, 2065, 1
790, 3032, 1
790, 4172, 1
791, 104, 1
791, 4867, 1
792, 479, 1
792, 1417, 1
793, 163, 1
793, 1901, 1
794, 163, 1
794, 1013, 1
794, 4549, 1
795, 211, 1
795, 1584, 1
795, 1819, 1
795, 2351, 1
795, 2812, 1
795, 4015, 1
796, 391, 1
796, 1509, 1
796, 5524, 1
797, 493, 1
797, 1480, 1
797, 2902, 1
797, 3716, 1
797, 5377, 1
797, 5511, 1
798, 593, 1
798, 2282, 1
798, 3245, 1
799, 443, 1
799, 1038, 1
799, 1752, 1
799, 2418, 1
800, 356, 1
800, 1082, 1
800, 1193, 1
800, 2263, 1
800, 3099, 1
800, 3667, 1
800, 3756, 1
800, 5258, 1
801, 751, 1
801, 3519, 1
801, 4088, 1
802, 16, 1
802, 1169, 1
802, 2127, 1
803, 539, 1
803, 1002, 1
804, 72, 1
804, 3589, 1
804, 4657, 1
804, 4815, 1
805, 801, 1
805, 3198, 1
805, 3451, 1
805, 3677, 1
806, 757, 1
807, 36, 1
808, 701, 1
808, 4220, 1
809, 104, 1
809, 3717, 1
809, 5701, 1
810, 803, 1
810, 1496, 1
810, 4732, 1
811, 144, 1
811, 3097, 1
812, 97, 1
812, 1563, 1
813, 86, 1
813, 1273, 1
814, 277, 1
814, 2370, 1
814, 3329, 1
814, 3837, 1
815, 739, 1
815, 3417, 1
816, 516, 1
816, 3074, 1
816, 3580, 1
817, 501, 1
817, 873, 1
817, 2781, 1
817, 4721, 1
818, 349, 1
818, 2225, 1
818, 3139, 1
819, 762, 1
819, 4608, 1
819, 5025, 1
820, 382, 1
821, 304, 1
821, 1031, 1
821, 1436, 1
821, 1844, 1
821, 2609, 1
822, 148, 1
822, 2196, 1
822, 2584, 1
822, 4206, 1
823, 616, 1
823, 1672, 1
824, 161, 1
824, 2117, 1
824, 2366, 1
824, 4452, 1
825, 593, 1
825, 2899, 1
825, 4666, 1
826, 798, 1
827, 158, 1
827, 926, 1
827, 1649, 1
827, 2192, 1
828, 301, 1
828, 1371, 1
828, 5263, 1
829, 540, 1
829, 1522, 1
829, 3045, 1
830, 79, 1
830, 1046, 1
830, 1541, 1
831, 725, 1
831, 1771, 1
831, 1944, 1
832, 626, 1
832, 970, 1
832, 2489, 1
832, 3047, 1
833, 539, 1
833, 1278, 1
834, 370, 1
834, 1321, 1
834, 3818, 1
835, 243, 1
835, 1539, 1
835, 4923, 1
836, 78, 1
836, 1167, 1
836, 1567, 1
